tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	measurement_inc	measurement_positions	measurement_dec	measurement_sd_z	magic_method_codes	treatment_temp	measurement_temp	measurement_standard	treatment_ac_field	magic_instrument_codes	treatment_dc_field_phi	treatment_dc_field_theta	measurement_description	measurement_sd_x	er_analyst_mail_names	er_citation_names	treatment_dc_field	magic_software_packages	measurement_csd	measurement_sd_y	measurement_flag	measurement_magn_moment
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	14	-65.4	1	064.8	5.73e-10	LT-T-Z:LP-DIR-T	788.0	273		0	hargrave 2014-11-17 17:26:46				3.75e-09		This study	0	pmagpy-3.2.1	1.7	1.35e-09	g	1.33e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	15	-66.0	1	065.5	6.38e-10	LT-T-Z:LP-DIR-T	803.0	273		0	hargrave 2014-11-24 18:17:16				9.51e-10		This study	0	pmagpy-3.2.1	0.5	8.48e-10	g	1.29e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	16	-66.2	1	069.9	7.35e-10	LT-T-Z:LP-DIR-T	818.0	273		0	hargrave 2014-12-01 16:59:18				1.06e-09		This study	0	pmagpy-3.2.1	0.5	7.81e-10	g	1.28e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	17	-66.0	1	069.3	8.68e-10	LT-T-Z:LP-DIR-T	823.0	273		0	hargrave 2014-12-02 00:45:16				9.19e-10		This study	0	pmagpy-3.2.1	0.6	1.01e-09	g	1.23e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	18	-66.3	1	075.0	1.06e-09	LT-T-Z:LP-DIR-T	828.0	273		0	hargrave 2014-12-05 13:40:46				1.51e-09		This study	0	pmagpy-3.2.1	0.8	9.15e-10	g	1.18e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	19	-66.7	1	072.8	2.61e-10	LT-T-Z:LP-DIR-T	833.0	273		0	hargrave 2014-12-06 11:57:52				1.26e-09		This study	0	pmagpy-3.2.1	0.7	8.36e-10	g	1.14e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	20	-66.9	1	080.1	5.56e-10	LT-T-Z:LP-DIR-T	838.0	273		0	hargrave 2014-12-08 15:18:37				1.12e-09		This study	0	pmagpy-3.2.1	0.6	6.62e-10	g	1.10e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	21	-66.2	1	078.7	7.95e-10	LT-T-Z:LP-DIR-T	843.0	273		0	hargrave 2014-12-08 22:11:29				1.35e-09		This study	0	pmagpy-3.2.1	0.8	7.31e-10	g	1.08e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	22	-67.5	1	084.0	5.65e-10	LT-T-Z:LP-DIR-T	846.0	273		0	hargrave 2015-01-12 11:02:24				2.28e-09		This study	0	pmagpy-3.2.1	1.4	1.00e-09	g	1.05e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	23	-66.7	1	081.2	5.64e-10	LT-T-Z:LP-DIR-T	849.0	273		0	hargrave 2015-01-14 14:20:25				2.54e-09		This study	0	pmagpy-3.2.1	1.5	1.08e-09	g	1.03e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	24	-67.4	1	085.7	7.59e-10	LT-T-Z:LP-DIR-T	852.0	273		0	hargrave 2015-01-15 14:35:19				2.21e-09		This study	0	pmagpy-3.2.1	1.4	1.24e-09	g	1.01e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	25	-67.5	1	089.6	7.00e-10	LT-T-Z:LP-DIR-T	855.0	273		0	hargrave 2015-01-18 12:57:56				2.74e-09		This study	0	pmagpy-3.2.1	1.6	6.58e-10	g	1.02e-07
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	26	-66.4	1	087.5	6.51e-10	LT-T-Z:LP-DIR-T	858.0	273		0	hargrave 2015-01-20 12:16:30				1.06e-09		This study	0	pmagpy-3.2.1	0.7	7.64e-10	g	9.91e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	27	-67.4	1	088.4	5.05e-10	LT-T-Z:LP-DIR-T	863.0	273		0	hargrave 2015-02-10 17:23:31				1.42e-09		This study	0	pmagpy-3.2.1	1.0	1.22e-09	g	9.79e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	28	-67.9	1	094.8	4.10e-10	LT-T-Z:LP-DIR-T	883.0	273		0	hargrave 2015-02-11 17:21:10				1.19e-09		This study	0	pmagpy-3.2.1	1.0	1.22e-09	g	9.37e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	29	-67.2	1	102.3	5.94e-10	LT-T-Z:LP-DIR-T	903.0	273		0	hargrave 2015-02-12 15:33:34				9.09e-10		This study	0	pmagpy-3.2.1	0.9	1.15e-09	g	8.44e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	30	-66.6	1	108.1	5.27e-10	LT-T-Z:LP-DIR-T	923.0	273		0	hargrave 2015-02-13 17:49:53				1.16e-09		This study	0	pmagpy-3.2.1	1.0	6.64e-10	g	7.68e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	31	-65.7	1	106.8	3.30e-10	LT-T-Z:LP-DIR-T	933.0	273		0	hargrave 2015-02-17 11:25:45				7.58e-10		This study	0	pmagpy-3.2.1	0.8	5.40e-10	g	6.02e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	32	-66.1	1	104.4	2.09e-10	LT-T-Z:LP-DIR-T	943.0	273		0	hargrave 2015-02-18 09:43:40				5.19e-10		This study	0	pmagpy-3.2.1	1.3	3.79e-10	g	2.82e-08
Z35.1a	Z35.1	MGH1	Munich	Z35.1a:LP-DIR-T	33	-55.4	1	113.9	6.39e-11	LT-T-Z:LP-DIR-T	953.0	273		0	hargrave 2015-02-19 12:52:13				9.64e-11		This study	0	pmagpy-3.2.1	1.4	6.41e-11	g	4.99e-09
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	1	-50.4	1	46.5	9.82e-09	LT-NO:LP-DIR-T	273	273		0					3.14e-08		This study	0	pmagpy-3.2.1	2.6	4.00e-08	g	1.12e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	2	-50.9	1	46.3	1.09e-08	LT-LT-Z:LP-DIR-T	77	273		0					2.20e-08		This study	0	pmagpy-3.2.1	2.0	3.25e-08	g	1.16e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	3	-51.6	1	44.8	1.11e-08	LT-T-Z:LP-DIR-T	373.0	273		0					8.96e-09		This study	0	pmagpy-3.2.1	1.0	1.88e-08	g	1.33e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	4	-51.8	1	043.8	9.49e-09	LT-T-Z:LP-DIR-T	423.0	273		0	hargrave 2014-10-22 15:54:56				2.83e-08		This study	0	pmagpy-3.2.1	2.6	4.26e-08	g	1.16e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	5	-51.0	1	043.6	7.43e-09	LT-T-Z:LP-DIR-T	473.0	273		0	hargrave 2014-10-27 16:21:23				1.89e-08		This study	0	pmagpy-3.2.1	1.9	2.78e-08	g	1.05e-06
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	6	-51.0	1	045.6	6.48e-09	LT-T-Z:LP-DIR-T	523.0	273		0	hargrave 2014-10-28 13:44:04				3.14e-08		This study	0	pmagpy-3.2.1	3.7	3.76e-08	g	7.52e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	7	-50.2	1	050.3	3.34e-09	LT-T-Z:LP-DIR-T	573.0	273		0	hargrave 2014-10-28 20:41:45				1.28e-08		This study	0	pmagpy-3.2.1	2.5	1.47e-08	g	4.57e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	8	-48.8	1	051.3	1.26e-09	LT-T-Z:LP-DIR-T	623.0	273		0	hargrave 2014-10-29 20:54:34				6.51e-09		This study	0	pmagpy-3.2.1	2.4	6.53e-09	g	2.19e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	9	-48.1	1	053.2	1.13e-09	LT-T-Z:LP-DIR-T	673.0	273		0	hargrave 2014-11-03 17:14:38				5.32e-09		This study	0	pmagpy-3.2.1	2.5	4.98e-09	g	1.67e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	10	-47.3	1	053.9	7.89e-10	LT-T-Z:LP-DIR-T	698.0	273		0	hargrave 2014-11-04 12:05:10				1.25e-09		This study	0	pmagpy-3.2.1	0.8	1.53e-09	g	1.38e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	11	-45.6	1	057.1	7.35e-10	LT-T-Z:LP-DIR-T	723.0	273		0	hargrave 2014-11-10 12:54:47				2.22e-09		This study	0	pmagpy-3.2.1	1.7	2.76e-09	g	1.18e-07
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	12	-42.6	1	059.6	9.36e-10	LT-T-Z:LP-DIR-T	748.0	273		0	hargrave 2014-11-10 22:13:28				2.09e-09		This study	0	pmagpy-3.2.1	1.9	2.36e-09	g	9.94e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	13	-40.9	1	065.7	8.86e-10	LT-T-Z:LP-DIR-T	773.0	273		0	hargrave 2014-11-13 11:47:43				3.95e-09		This study	0	pmagpy-3.2.1	3.4	2.99e-09	g	8.35e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	14	-38.7	1	067.1	5.83e-10	LT-T-Z:LP-DIR-T	788.0	273		0	hargrave 2014-11-17 17:28:20				3.33e-09		This study	0	pmagpy-3.2.1	3.0	1.73e-09	g	7.25e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	15	-37.4	1	068.7	5.21e-10	LT-T-Z:LP-DIR-T	803.0	273		0	hargrave 2014-11-24 18:19:01				6.35e-10		This study	0	pmagpy-3.2.1	0.7	3.52e-10	g	6.70e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	16	-36.7	1	069.2	4.84e-10	LT-T-Z:LP-DIR-T	818.0	273		0	hargrave 2014-12-01 17:00:52				4.17e-10		This study	0	pmagpy-3.2.1	0.5	3.27e-10	g	6.56e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	17	-35.7	1	070.3	4.23e-10	LT-T-Z:LP-DIR-T	823.0	273		0	hargrave 2014-12-02 00:46:50				1.61e-09		This study	0	pmagpy-3.2.1	1.5	3.20e-10	g	6.27e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	18	-33.0	1	073.5	4.07e-10	LT-T-Z:LP-DIR-T	828.0	273		0	hargrave 2014-12-05 13:42:16				6.98e-10		This study	0	pmagpy-3.2.1	0.9	6.07e-10	g	5.59e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	19	-33.1	1	075.5	3.89e-10	LT-T-Z:LP-DIR-T	833.0	273		0	hargrave 2014-12-06 11:59:31				1.15e-09		This study	0	pmagpy-3.2.1	1.3	2.40e-10	g	5.14e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	20	-32.9	1	072.8	3.15e-10	LT-T-Z:LP-DIR-T	838.0	273		0	hargrave 2014-12-08 15:20:12				5.60e-10		This study	0	pmagpy-3.2.1	0.7	1.65e-10	g	4.91e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	21	-34.0	1	074.5	2.57e-10	LT-T-Z:LP-DIR-T	843.0	273		0	hargrave 2014-12-08 22:13:06				7.54e-10		This study	0	pmagpy-3.2.1	1.0	2.71e-10	g	4.54e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	22	-32.9	1	078.8	3.74e-10	LT-T-Z:LP-DIR-T	846.0	273		0	hargrave 2015-01-12 11:03:59				1.14e-09		This study	0	pmagpy-3.2.1	1.5	3.39e-10	g	4.43e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	23	-32.8	1	076.7	2.92e-10	LT-T-Z:LP-DIR-T	849.0	273		0	hargrave 2015-01-14 14:21:59				5.72e-10		This study	0	pmagpy-3.2.1	0.8	2.38e-10	g	4.29e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	24	-32.4	1	077.3	2.36e-10	LT-T-Z:LP-DIR-T	852.0	273		0	hargrave 2015-01-15 14:36:53				1.05e-09		This study	0	pmagpy-3.2.1	1.5	2.78e-10	g	4.17e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	25	-31.8	1	080.0	3.76e-10	LT-T-Z:LP-DIR-T	855.0	273		0	hargrave 2015-01-18 12:59:19				2.34e-09		This study	0	pmagpy-3.2.1	3.4	5.23e-10	g	4.07e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	26	-31.2	1	079.6	3.20e-10	LT-T-Z:LP-DIR-T	858.0	273		0	hargrave 2015-01-20 12:17:56				5.81e-10		This study	0	pmagpy-3.2.1	1.0	4.01e-10	g	3.86e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	27	-30.8	1	078.9	1.58e-10	LT-T-Z:LP-DIR-T	863.0	273		0	hargrave 2015-02-10 17:25:23				2.90e-09		This study	0	pmagpy-3.2.1	4.5	7.32e-10	g	3.77e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	28	-27.2	1	084.8	2.06e-10	LT-T-Z:LP-DIR-T	883.0	273		0	hargrave 2015-02-11 17:23:32				5.51e-10		This study	0	pmagpy-3.2.1	1.1	3.69e-10	g	3.17e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	29	-20.5	1	089.5	2.97e-10	LT-T-Z:LP-DIR-T	903.0	273		0	hargrave 2015-02-12 15:35:25				5.27e-10		This study	0	pmagpy-3.2.1	1.3	2.18e-10	g	2.74e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	30	-19.7	1	091.4	3.72e-10	LT-T-Z:LP-DIR-T	923.0	273		0	hargrave 2015-02-13 17:51:30				4.37e-10		This study	0	pmagpy-3.2.1	1.4	5.53e-10	g	2.51e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	31	-18.5	1	094.7	2.26e-10	LT-T-Z:LP-DIR-T	933.0	273		0	hargrave 2015-02-17 11:27:15				6.58e-10		This study	0	pmagpy-3.2.1	1.8	3.33e-10	g	2.19e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	32	-20.2	1	088.9	2.69e-10	LT-T-Z:LP-DIR-T	943.0	273		0	hargrave 2015-02-18 09:45:10				3.92e-10		This study	0	pmagpy-3.2.1	1.9	2.31e-10	g	1.42e-08
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	33	-28.3	1	086.8	2.48e-11	LT-T-Z:LP-DIR-T	953.0	273		0	hargrave 2015-02-19 12:53:47				1.27e-10		This study	0	pmagpy-3.2.1	2.0	7.04e-11	g	3.86e-09
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	1	-72.0	1	200.8	6.25e-09	LT-NO:LP-DIR-T	273	273		0					1.31e-08		This study	0	pmagpy-3.2.1	0.8	1.04e-08	g	1.20e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	2	-71.7	1	204.4	7.00e-09	LT-LT-Z:LP-DIR-T	77	273		0					1.64e-08		This study	0	pmagpy-3.2.1	0.8	6.09e-09	g	1.24e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	3	-71.4	1	204.2	9.78e-09	LT-T-Z:LP-DIR-T	373.0	273		0					2.89e-08		This study	0	pmagpy-3.2.1	1.4	1.53e-08	g	1.41e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	4	-71.2	1	203.4	4.70e-09	LT-T-Z:LP-DIR-T	423.0	273		0	hargrave 2014-10-22 15:56:39				1.59e-08		This study	0	pmagpy-3.2.1	0.8	6.67e-09	g	1.20e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	5	-71.6	1	204.3	5.22e-09	LT-T-Z:LP-DIR-T	473.0	273		0	hargrave 2014-10-27 16:23:12				1.43e-08		This study	0	pmagpy-3.2.1	0.8	6.07e-09	g	1.09e-06
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	6	-70.9	1	206.4	4.05e-09	LT-T-Z:LP-DIR-T	523.0	273		0	hargrave 2014-10-28 13:46:02				3.76e-09		This study	0	pmagpy-3.2.1	1.9	2.68e-08	g	8.29e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	7	-71.1	1	216.7	1.42e-09	LT-T-Z:LP-DIR-T	573.0	273		0	hargrave 2014-10-28 20:43:28				1.91e-09		This study	0	pmagpy-3.2.1	0.6	4.95e-09	g	4.91e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	8	-70.3	1	220.4	6.53e-10	LT-T-Z:LP-DIR-T	623.0	273		0	hargrave 2014-10-29 20:56:10				1.74e-09		This study	0	pmagpy-3.2.1	0.5	1.44e-09	g	2.37e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	9	-69.3	1	223.1	4.59e-10	LT-T-Z:LP-DIR-T	673.0	273		0	hargrave 2014-11-03 17:16:16				1.13e-09		This study	0	pmagpy-3.2.1	0.4	9.03e-10	g	1.75e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	10	-67.9	1	226.1	4.77e-10	LT-T-Z:LP-DIR-T	698.0	273		0	hargrave 2014-11-04 12:06:45				6.97e-10		This study	0	pmagpy-3.2.1	0.5	1.14e-09	g	1.47e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	11	-67.4	1	232.2	6.52e-10	LT-T-Z:LP-DIR-T	723.0	273		0	hargrave 2014-11-10 12:56:31				6.41e-10		This study	0	pmagpy-3.2.1	0.4	6.21e-10	g	1.27e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	12	-66.4	1	237.0	9.05e-10	LT-T-Z:LP-DIR-T	748.0	273		0	hargrave 2014-11-10 22:15:06				2.75e-09		This study	0	pmagpy-3.2.1	1.6	5.24e-10	g	1.08e-07
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	13	-66.3	1	239.9	1.10e-09	LT-T-Z:LP-DIR-T	773.0	273		0	hargrave 2014-11-13 11:49:17				4.51e-09		This study	0	pmagpy-3.2.1	2.9	7.52e-10	g	9.09e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	14	-63.3	1	241.3	5.60e-10	LT-T-Z:LP-DIR-T	788.0	273		0	hargrave 2014-11-17 17:29:58				2.47e-09		This study	0	pmagpy-3.2.1	1.9	5.09e-10	g	7.92e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	15	-62.2	1	243.8	4.71e-10	LT-T-Z:LP-DIR-T	803.0	273		0	hargrave 2014-11-24 18:20:46				7.70e-10		This study	0	pmagpy-3.2.1	1.3	1.38e-09	g	7.32e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	16	-60.5	1	246.2	7.77e-10	LT-T-Z:LP-DIR-T	818.0	273		0	hargrave 2014-12-01 17:02:30				6.63e-10		This study	0	pmagpy-3.2.1	1.2	1.03e-09	g	7.02e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	17	-60.8	1	243.9	7.28e-10	LT-T-Z:LP-DIR-T	823.0	273		0	hargrave 2014-12-02 00:48:29				1.21e-09		This study	0	pmagpy-3.2.1	1.3	6.15e-10	g	6.62e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	18	-59.4	1	249.4	5.85e-10	LT-T-Z:LP-DIR-T	828.0	273		0	hargrave 2014-12-05 13:44:45				1.46e-09		This study	0	pmagpy-3.2.1	1.6	4.57e-10	g	5.84e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	19	-58.2	1	250.2	5.62e-10	LT-T-Z:LP-DIR-T	833.0	273		0	hargrave 2014-12-06 12:02:05				3.22e-10		This study	0	pmagpy-3.2.1	1.0	7.19e-10	g	5.23e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	20	-57.9	1	253.2	7.35e-10	LT-T-Z:LP-DIR-T	838.0	273		0	hargrave 2014-12-08 15:22:41				4.54e-10		This study	0	pmagpy-3.2.1	1.3	7.20e-10	g	4.87e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	21	-57.3	1	254.6	7.55e-10	LT-T-Z:LP-DIR-T	843.0	273		0	hargrave 2014-12-08 22:14:48				3.61e-10		This study	0	pmagpy-3.2.1	1.4	7.83e-10	g	4.64e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	22	-55.6	1	256.1	6.24e-10	LT-T-Z:LP-DIR-T	846.0	273		0	hargrave 2015-01-12 11:05:30				2.27e-09		This study	0	pmagpy-3.2.1	3.2	4.78e-10	g	4.28e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	23	-56.1	1	254.4	5.87e-10	LT-T-Z:LP-DIR-T	849.0	273		0	hargrave 2015-01-14 14:23:37				7.39e-10		This study	0	pmagpy-3.2.1	1.4	5.21e-10	g	4.12e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	24	-56.3	1	252.7	6.97e-10	LT-T-Z:LP-DIR-T	852.0	273		0	hargrave 2015-01-15 14:38:32				1.04e-09		This study	0	pmagpy-3.2.1	2.0	5.00e-10	g	3.81e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	25	-55.3	1	258.8	3.84e-10	LT-T-Z:LP-DIR-T	855.0	273		0	hargrave 2015-01-18 13:00:44				1.22e-09		This study	0	pmagpy-3.2.1	2.2	7.83e-10	g	3.78e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	26	-56.0	1	260.1	2.67e-10	LT-T-Z:LP-DIR-T	858.0	273		0	hargrave 2015-01-20 12:19:24				1.36e-09		This study	0	pmagpy-3.2.1	2.5	5.92e-10	g	3.42e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	27	-56.2	1	257.0	5.78e-10	LT-T-Z:LP-DIR-T	863.0	273		0	hargrave 2015-02-10 17:27:18				5.62e-10		This study	0	pmagpy-3.2.1	1.7	6.74e-10	g	3.33e-08
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	28	-49.2	1	264.3	6.94e-10	LT-T-Z:LP-DIR-T	883.0	273		0	hargrave 2015-02-11 17:25:27				2.98e-10		This study	0	pmagpy-3.2.1	1.9	6.02e-10	g	2.76e-08
